id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
1880,B,10,749,11.86440678,42054,42,0.416,0.472,0.056
1881,C,10,750,21.60194175,42054,42,0.323,0.412,0.089
1882,D,10,751,21.00456621,42054,42,0.346,0.438,0.092
1883,E,10,752,27.79456193,42054,42,0.239,0.331,0.092
1884,F,10,753,29.05759162,42054,42,0.271,0.382,0.111
1885,G,10,754,4.341317365,42054,42,0.639,0.668,0.029
1886,H,10,755,11.91709845,42054,42,0.34,0.386,0.046
1887,B,12,749,19.12045889,42054,42,0.423,0.523,0.1
1888,C,12,750,26.4,42054,42,0.368,0.5,0.132
1889,E,12,752,17.1875,42054,42,0.424,0.512,0.088
1890,F,12,753,36.57289003,42054,42,0.248,0.391,0.143
1891,G,12,754,5.547445255,42054,42,0.647,0.685,0.038
1892,H,12,755,6.733167082,42054,42,0.374,0.401,0.027
1893,A,2,756,13.81107492,42055,43,0.662,0.768,0.106
1894,B,2,757,10.03745318,42055,43,0.601,0.668,0.067
1895,C,2,758,7.705986959,42055,43,0.779,0.844,0.065
1896,D,2,759,3.84307446,42055,43,0.601,0.625,0.024
1897,E,2,760,26.5321955,42055,43,0.474,0.645,0.171
1898,F,2,761,9.218436874,42055,43,0.68,0.749,0.069
1899,G,2,762,8.325449385,42055,43,0.485,0.529,0.044
1900,H,2,763,12.05821206,42055,43,0.635,0.722,0.087
1901,A,4,756,15.97269625,42055,43,0.616,0.733,0.117
1902,B,4,757,5.026300409,42055,43,0.813,0.856,0.043
1903,C,4,758,11.17375705,42055,43,0.867,0.976,0.109
1904,D,4,759,12.33118027,42055,43,0.747,0.852,0.105
1905,E,4,760,27.14392245,42055,43,0.489,0.671,0.182
1906,F,4,761,10.25982678,42055,43,0.674,0.751,0.077
1907,G,4,762,20.95053346,42055,43,0.408,0.516,0.108
1908,H,4,763,14.92537313,42055,43,0.599,0.704,0.105
1909,A,6,756,27.17469446,42055,43,0.507,0.696,0.189
1910,B,6,757,5.870307167,42055,43,0.69,0.733,0.043
1911,C,6,758,6.26920713,42055,43,0.763,0.814,0.051
1912,D,6,759,23.96761134,42055,43,0.47,0.618,0.148
1913,E,6,760,23.76569038,42055,43,0.456,0.598,0.142
1914,F,6,761,4.15667466,42055,43,0.6,0.626,0.026
1915,G,6,762,17.72151899,42055,43,0.423,0.514,0.091
1916,H,6,763,18.64018335,42055,43,0.533,0.655,0.122
1917,A,8,Tx623,7.992733878,42055,43,0.507,0.551,0.044
1918,B,8,764,7.939097336,42055,43,0.847,0.92,0.073
1919,C,8,765,24.72187886,42055,43,0.305,0.405,0.1
1920,D,8,766,5.78778135,42055,43,0.733,0.778,0.045
1921,E,8,767,21.95348837,42055,43,0.42,0.538,0.118
1922,F,8,768,3.289846852,42055,43,0.853,0.882,0.029
1923,G,8,769,23.14445331,42055,43,0.482,0.627,0.145
1924,H,8,770,31.97199533,42055,43,0.292,0.429,0.137
1925,A,10,P721Q,36.68861712,42055,43,0.337,0.532,0.195
1926,B,10,764,8.099401749,42055,43,0.999,1.087,0.088
1927,C,10,765,23.42786683,42055,43,0.311,0.406,0.095
1928,D,10,766,13.71757925,42055,43,0.749,0.868,0.119
1929,E,10,767,23.75634518,42055,43,0.376,0.493,0.117
1930,F,10,768,7.658749394,42055,43,0.953,1.032,0.079
1931,G,10,769,26.97998259,42055,43,0.42,0.575,0.155
1932,H,10,770,30.68783069,42055,43,0.328,0.473,0.145
1933,B,12,764,10.07441328,42055,43,0.786,0.874,0.088
1934,C,12,765,30.60921248,42055,43,0.234,0.337,0.103
1935,D,12,766,6.079501169,42055,43,0.603,0.642,0.039
1936,E,12,767,23.11459354,42055,43,0.393,0.511,0.118
1937,F,12,768,8.915795267,42055,43,0.828,0.909,0.081
1938,G,12,769,30.1369863,42055,43,0.332,0.475,0.143
1939,H,12,770,34.60949464,42055,43,0.214,0.327,0.113
1940,A,2,771,18.7007874,42055,44,0.413,0.508,0.095
1941,B,2,772,5.448717949,42055,44,0.59,0.624,0.034
1942,C,2,773,13.58609795,42055,44,0.547,0.633,0.086
1943,D,2,774,17.75700935,42055,44,0.352,0.428,0.076
1944,E,2,775,39.88549618,42055,44,0.315,0.524,0.209
1945,F,2,776,32.60530421,42055,44,0.432,0.641,0.209
1946,G,2,777,6.523765144,42055,44,1.003,1.073,0.07
1947,H,2,778,17.10914454,42055,44,0.562,0.678,0.116
1948,A,4,771,15.34090909,42055,44,0.447,0.528,0.081
1949,B,4,772,25,42055,44,0.279,0.372,0.093
1950,C,4,773,18.22827939,42055,44,0.48,0.587,0.107
1951,D,4,774,7.760532151,42055,44,0.416,0.451,0.035
1952,E,4,775,33.46613546,42055,44,0.334,0.502,0.168
1953,F,4,776,32.59762309,42055,44,0.397,0.589,0.192
1954,G,4,777,2.295409182,42055,44,0.979,1.002,0.023
1955,H,4,778,23.65415987,42055,44,0.468,0.613,0.145
1956,A,6,771,25.32894737,42055,44,0.454,0.608,0.154
1957,C,6,773,3.235294118,42055,44,0.658,0.68,0.022
1958,D,6,774,4.842615012,42055,44,0.393,0.413,0.02
1959,E,6,775,21.06430155,42055,44,0.356,0.451,0.095
1960,F,6,776,22.0890411,42055,44,0.455,0.584,0.129
1961,G,6,777,6.457925636,42055,44,0.956,1.022,0.066
1962,H,6,778,11.32867133,42055,44,0.634,0.715,0.081
1963,A,8,Tx623,18.38649156,42055,44,0.435,0.533,0.098
1964,B,8,779,18.15856777,42055,44,0.32,0.391,0.071
1965,C,8,780,14.36314363,42055,44,0.632,0.738,0.106
1966,D,8,781,6.098964327,42055,44,0.816,0.869,0.053
1967,E,8,782,7.955936353,42055,44,0.752,0.817,0.065
1968,F,8,783,23.83292383,42055,44,0.31,0.407,0.097
1969,H,8,785,9.5,42055,44,0.543,0.6,0.057
1970,A,10,P721Q,31.95266272,42055,44,0.345,0.507,0.162
1971,B,10,779,20.58165548,42055,44,0.355,0.447,0.092
1972,C,10,780,16.49484536,42055,44,0.567,0.679,0.112
1973,D,10,781,6.735751295,42055,44,0.72,0.772,0.052
1974,E,10,782,7.133243607,42055,44,0.69,0.743,0.053
1975,F,10,783,30.36093418,42055,44,0.328,0.471,0.143
1976,G,10,784,11.04100946,42055,44,0.564,0.634,0.07
1977,B,12,779,25.44529262,42055,44,0.293,0.393,0.1
1978,C,12,780,15.53672316,42055,44,0.598,0.708,0.11
1979,D,12,781,7.398273736,42055,44,0.751,0.811,0.06
1980,E,12,782,12.55172414,42055,44,0.634,0.725,0.091
1981,F,12,783,29.08704883,42055,44,0.334,0.471,0.137
1982,H,12,785,11.38845554,42055,44,0.568,0.641,0.073
1983,A,2,786,25.88438309,42058,45,0.43,0.58,0.15
1984,B,2,787,5.746061168,42058,45,0.509,0.54,0.031
1985,C,2,788,9.564293305,42058,45,0.426,0.471,0.045
1986,E,2,790,9.871534821,42058,45,0.667,0.74,0.073
1987,F,2,791,7.902735562,42058,45,0.758,0.823,0.065
1988,H,2,793,9.616555082,42058,45,0.743,0.822,0.079
1989,A,4,786,17.43036837,42058,45,0.46,0.557,0.097
1990,B,4,787,10.33634126,42058,45,0.547,0.61,0.063
1991,C,4,788,6.610299769,42058,45,0.608,0.651,0.043
1992,D,4,789,9.739826551,42058,45,0.677,0.75,0.073
1993,F,4,791,8.682483594,42058,45,0.905,0.991,0.086
1994,G,4,792,8.398707891,42058,45,0.993,1.084,0.091
1995,H,4,793,13.87675885,42058,45,0.888,1.031,0.143
1996,A,6,786,25.80019399,42058,45,0.383,0.516,0.133
1997,B,6,787,0.327064595,42058,45,0.61,0.612,0.002
1998,C,6,788,2.633504023,42058,45,0.666,0.684,0.018
1999,E,6,790,2.471042471,42058,45,0.632,0.648,0.016
2000,F,6,791,10.21365294,42058,45,0.862,0.96,0.098
2001,G,6,792,3.695358269,42058,45,1.069,1.11,0.041
2002,H,6,793,15.94126901,42058,45,0.802,0.954,0.152
2003,A,8,Tx623,7.979407979,42058,45,0.358,0.389,0.031
2004,B,8,794,11.44981413,42058,45,0.596,0.673,0.077
2005,C,8,795,6.156274665,42058,45,0.595,0.634,0.039
2006,D,8,796,19.64912281,42058,45,0.344,0.428,0.084
2007,F,8,798,10.97322012,42058,45,0.682,0.766,0.084
2008,G,8,799,18.23255814,42058,45,0.44,0.538,0.098
2009,H,8,800,9.923011121,42058,45,0.527,0.585,0.058
2010,A,10,P721Q,36.77467973,42058,45,0.42,0.664,0.244
2011,B,10,794,11.13374067,42058,45,0.655,0.737,0.082
2012,C,10,795,10.05518087,42058,45,0.734,0.816,0.082
2013,D,10,796,24.55026455,42058,45,0.357,0.473,0.116
2014,G,10,799,21.24883504,42058,45,0.423,0.537,0.114
2015,H,10,800,19.85702939,42058,45,0.505,0.63,0.125
2016,B,12,794,12.49142073,42058,45,0.638,0.729,0.091
2017,C,12,795,15.80476467,42058,45,0.725,0.861,0.136
2018,D,12,796,20.67464635,42058,45,0.365,0.46,0.095
2019,E,12,797,4.673393521,42058,45,0.898,0.942,0.044
2020,F,12,798,21.19032047,42058,45,0.603,0.765,0.162
2021,G,12,799,17.78886118,42058,45,0.495,0.602,0.107
2022,H,12,800,19.25391095,42058,45,0.336,0.416,0.08
2023,A,2,801,14.61953265,42058,46,0.713,0.835,0.122
2024,B,2,802,26.24916722,42058,46,0.554,0.751,0.197
2025,C,2,803,28.0239521,42058,46,0.301,0.418,0.117
2026,D,2,804,11.10487942,42058,46,0.793,0.892,0.099
2027,E,2,805,18.13224267,42058,46,0.601,0.734,0.133
2028,F,2,806,8.888888889,42058,46,0.841,0.923,0.082
2029,G,2,807,16.79853926,42058,46,0.684,0.822,0.138
2030,H,2,808,6.742687159,42058,46,0.941,1.009,0.068
2031,A,4,801,22.0137586,42058,46,0.624,0.8,0.176
2032,B,4,802,11.37777778,42058,46,0.499,0.563,0.064
2033,C,4,803,32.46618106,42058,46,0.325,0.481,0.156
2034,E,4,805,27.82114975,42058,46,0.509,0.705,0.196
2035,F,4,806,4.699738903,42058,46,0.913,0.958,0.045
2036,G,4,807,22.15785663,42058,46,0.538,0.691,0.153
2037,H,4,808,7.44518103,42058,46,0.908,0.981,0.073
2038,A,6,801,18.46710923,42058,46,0.676,0.829,0.153
2039,B,6,802,10.59190031,42058,46,0.718,0.803,0.085
2040,C,6,803,16.98324022,42058,46,0.372,0.448,0.076
2041,F,6,806,11.49806523,42058,46,0.801,0.905,0.104
2042,G,6,807,40.47058824,42058,46,0.38,0.638,0.258
2043,H,6,808,60.60306476,42058,46,0.399,1.012,0.613
2044,A,8,Tx623,20.1511335,42058,46,0.476,0.596,0.12
2045,B,8,809,15.76763485,42058,46,0.508,0.603,0.095
2046,C,8,810,33.60946746,42058,46,0.281,0.423,0.142
2047,D,8,811,13.64705882,42058,46,0.551,0.638,0.087
2048,E,8,812,26.12011439,42058,46,0.388,0.525,0.137
2049,F,8,813,10.66198008,42058,46,0.763,0.854,0.091
2050,G,8,814,21.72164119,42058,46,0.487,0.622,0.135
2051,A,10,P721Q,45.01607717,42058,46,0.257,0.467,0.21
2052,B,10,809,17.00735895,42058,46,0.508,0.612,0.104
2053,C,10,810,31.80212014,42058,46,0.29,0.425,0.135
2054,D,10,811,21.24311566,42058,46,0.501,0.636,0.135
2055,E,10,812,32.84727552,42058,46,0.438,0.652,0.214
2056,F,10,813,13.69552915,42058,46,0.763,0.884,0.121
2057,G,10,814,21.43326759,42058,46,0.598,0.761,0.163
2058,H,10,815,23.24455206,42058,46,0.476,0.62,0.144
2059,C,12,810,30.46357616,42058,46,0.263,0.378,0.115
2060,D,12,811,19.74830591,42058,46,0.415,0.517,0.102
2061,E,12,812,44.54303461,42058,46,0.313,0.564,0.251
2062,F,12,813,19.71657425,42058,46,0.652,0.812,0.16
2063,G,12,814,13.06687164,42058,46,0.566,0.651,0.085
2064,H,12,815,27.74694784,42058,46,0.326,0.451,0.125
2065,A,2,816,29.10447761,42059,47,0.475,0.67,0.195
2066,B,2,817,1.975051975,42059,47,0.943,0.962,0.019
2067,C,2,818,1.381909548,42059,47,0.785,0.796,0.011
2068,D,2,819,8.796296296,42059,47,0.788,0.864,0.076
2069,E,2,820,9.813084112,42059,47,0.386,0.428,0.042
2070,F,2,821,28.28467153,42059,47,0.393,0.548,0.155
2071,G,2,822,13.7755102,42059,47,0.676,0.784,0.108
2072,H,2,823,11.63398693,42059,47,0.676,0.765,0.089
2073,A,4,816,35.34201954,42059,47,0.397,0.614,0.217
2074,C,4,818,2.490660025,42059,47,0.783,0.803,0.02
2075,D,4,819,6.175514626,42059,47,0.866,0.923,0.057
2076,E,4,820,13.23877069,42059,47,0.367,0.423,0.056
2077,F,4,821,32.64925373,42059,47,0.361,0.536,0.175
2078,G,4,822,13.85902031,42059,47,0.721,0.837,0.116
2079,H,4,823,9.266409266,42059,47,0.705,0.777,0.072
2080,A,6,816,34.18647166,42059,47,0.36,0.547,0.187
2081,B,6,817,9.041394336,42059,47,0.835,0.918,0.083
2082,C,6,818,2.187120292,42059,47,0.805,0.823,0.018
2083,D,6,819,17.40041929,42059,47,0.788,0.954,0.166
2084,E,6,820,16.71469741,42059,47,0.289,0.347,0.058
2085,F,6,821,22.17054264,42059,47,0.502,0.645,0.143
2086,G,6,822,4.682274247,42059,47,0.855,0.897,0.042
2087,H,6,823,11.88811189,42059,47,0.756,0.858,0.102
2088,A,8,Tx623,14.71264368,42059,47,0.371,0.435,0.064
2089,B,8,824,7.881773399,42059,47,0.561,0.609,0.048
2090,C,8,825,4.621072089,42059,47,0.516,0.541,0.025
2091,D,8,826,16.69829222,42059,47,0.439,0.527,0.088
2092,E,8,827,15.73705179,42059,47,0.423,0.502,0.079
2093,F,8,828,12.60364842,42059,47,0.527,0.603,0.076
2094,G,8,829,11.12737921,42059,47,0.607,0.683,0.076
2095,H,8,830,12.33062331,42059,47,0.647,0.738,0.091
2096,A,10,P721Q,35.75418994,42059,47,0.345,0.537,0.192
2097,B,10,824,13.1614654,42059,47,0.64,0.737,0.097
2098,C,10,825,4.222648752,42059,47,0.499,0.521,0.022
2099,D,10,826,7.843137255,42059,47,0.658,0.714,0.056
2100,E,10,827,21.89781022,42059,47,0.428,0.548,0.12
2101,F,10,828,10.29185868,42059,47,0.584,0.651,0.067
2102,G,10,829,5.948372615,42059,47,0.838,0.891,0.053
2103,H,10,830,9.631391201,42059,47,0.76,0.841,0.081
2104,B,12,824,12.65164645,42059,47,0.504,0.577,0.073
2105,C,12,825,12.5748503,42059,47,0.438,0.501,0.063
2106,D,12,826,7.382550336,42059,47,0.552,0.596,0.044
2107,E,12,827,22.16494845,42059,47,0.453,0.582,0.129
2108,F,12,828,8.96656535,42059,47,0.599,0.658,0.059
2109,G,12,829,14.92537313,42059,47,0.57,0.67,0.1
2110,H,12,830,14.96688742,42059,47,0.642,0.755,0.113
2111,A,2,831,23.07692308,42059,48,0.32,0.416,0.096
2112,B,2,832,6.4,42059,48,0.702,0.75,0.048
2113,E,2,835,2.188552189,42059,48,0.581,0.594,0.013
2114,F,2,836,4.601226994,42059,48,0.933,0.978,0.045
2115,G,2,837,8.623853211,42059,48,0.498,0.545,0.047
2116,H,2,838,23.24649299,42059,48,0.383,0.499,0.116
2117,A,4,831,18.61702128,42059,48,0.306,0.376,0.07
2118,C,4,833,1.371742112,42059,48,0.719,0.729,0.01
2119,D,4,834,3.832335329,42059,48,0.803,0.835,0.032
2120,E,4,835,6.885758998,42059,48,0.595,0.639,0.044
2121,F,4,836,10.1635514,42059,48,0.769,0.856,0.087
2122,G,4,837,4.679144385,42059,48,0.713,0.748,0.035
2123,H,4,838,22.90502793,42059,48,0.414,0.537,0.123
2124,D,6,834,8.963282937,42059,48,0.843,0.926,0.083
2125,E,6,835,20.1426025,42059,48,0.448,0.561,0.113
2126,F,6,836,16.00877193,42059,48,0.766,0.912,0.146
2127,G,6,837,3.346203346,42059,48,0.751,0.777,0.026
2128,H,6,838,18.44660194,42059,48,0.42,0.515,0.095
2129,A,8,Tx623,11.41045959,42059,48,0.559,0.631,0.072
2130,B,8,839,11.03789127,42059,48,0.54,0.607,0.067
2131,C,8,840,7.702702703,42059,48,0.683,0.74,0.057
2132,D,8,841,7.151979566,42059,48,0.727,0.783,0.056
2133,E,8,842,15,42059,48,0.646,0.76,0.114
2134,F,8,843,11.16564417,42059,48,0.724,0.815,0.091
2135,G,8,844,0.319829424,42059,48,0.935,0.938,0.003
2136,H,8,845,31.96125908,42059,48,0.281,0.413,0.132
2137,A,10,P721Q,24.90974729,42059,48,0.416,0.554,0.138
2138,B,10,839,14.88203267,42059,48,0.469,0.551,0.082
2139,C,10,840,21.46050671,42059,48,0.527,0.671,0.144
2140,D,10,841,14.31844215,42059,48,0.748,0.873,0.125
2141,E,10,842,12.24783862,42059,48,0.609,0.694,0.085
2142,F,10,843,10.29411765,42059,48,0.732,0.816,0.084
2143,G,10,844,13.23907455,42059,48,0.675,0.778,0.103
2144,H,10,845,30.5,42059,48,0.278,0.4,0.122
2145,B,12,839,26.13168724,42059,48,0.359,0.486,0.127
2146,C,12,840,6.930693069,42059,48,0.564,0.606,0.042
2147,E,12,842,5.555555556,42059,48,0.765,0.81,0.045
2148,F,12,843,7.776427704,42059,48,0.759,0.823,0.064
2149,G,12,844,10.88534107,42059,48,0.614,0.689,0.075
2150,H,12,845,26.68393782,42059,48,0.283,0.386,0.103
2151,A,2,846,15.52587646,42060,49,0.506,0.599,0.093
2152,B,2,847,7.324364723,42060,49,0.62,0.669,0.049
2153,C,2,848,16.40146879,42060,49,0.683,0.817,0.134
2154,D,2,849,9.181415929,42060,49,0.821,0.904,0.083
2155,E,2,850,9.766454352,42060,49,0.85,0.942,0.092
2156,F,2,851,12.20604703,42060,49,0.784,0.893,0.109
2157,G,2,852,32.93413174,42060,49,0.448,0.668,0.22
2158,H,2,853,11.03810775,42060,49,0.677,0.761,0.084
2159,A,4,846,14.03508772,42060,49,0.539,0.627,0.088
2160,B,4,847,6.963788301,42060,49,0.668,0.718,0.05
2161,C,4,848,8.780487805,42060,49,0.748,0.82,0.072
2162,D,4,849,9.949748744,42060,49,0.896,0.995,0.099
2163,E,4,850,10.5108055,42060,49,0.911,1.018,0.107
2164,F,4,851,17.39130435,42060,49,0.703,0.851,0.148
2165,G,4,852,32.47734139,42060,49,0.447,0.662,0.215
2166,H,4,853,9.658246657,42060,49,0.608,0.673,0.065
2167,A,6,846,12.88244767,42060,49,0.541,0.621,0.08
2168,B,6,847,7.790821772,42060,49,0.864,0.937,0.073
2169,C,6,848,12.94871795,42060,49,0.679,0.78,0.101
2170,D,6,849,5.675368899,42060,49,0.831,0.881,0.05
2171,F,6,851,11.92560175,42060,49,0.805,0.914,0.109
2172,G,6,852,31.60305344,42060,49,0.448,0.655,0.207
2173,H,6,853,9.624796085,42060,49,0.554,0.613,0.059
2174,A,8,Tx623,18.58736059,42060,49,0.438,0.538,0.1
2175,B,8,854,8.800880088,42060,49,0.829,0.909,0.08
2176,C,8,855,8.676307008,42060,49,0.821,0.899,0.078
2177,D,8,856,23.23232323,42060,49,0.38,0.495,0.115
2178,E,8,857,6.477093207,42060,49,0.592,0.633,0.041
2179,F,8,858,7.832167832,42060,49,0.659,0.715,0.056
2180,G,8,859,17.42006615,42060,49,0.749,0.907,0.158
2181,A,10,P721Q,46.47058824,42060,49,0.182,0.34,0.158
2182,B,10,854,8.497409326,42060,49,0.883,0.965,0.082
2183,C,10,855,9.390609391,42060,49,0.907,1.001,0.094
2184,D,10,856,19.82905983,42060,49,0.469,0.585,0.116
2185,E,10,857,6.508135169,42060,49,0.747,0.799,0.052
2186,F,10,858,4.704463209,42060,49,0.79,0.829,0.039
2187,G,10,859,10.03460208,42060,49,0.78,0.867,0.087
2188,H,10,860,24.01960784,42060,49,0.465,0.612,0.147
2189,B,12,854,13.62612613,42060,49,0.767,0.888,0.121
2190,C,12,855,9.452736318,42060,49,0.91,1.005,0.095
2191,D,12,856,19.08127208,42060,49,0.458,0.566,0.108
2192,E,12,857,9.051724138,42060,49,0.633,0.696,0.063
2193,F,12,858,25.23219814,42060,49,0.483,0.646,0.163
2194,G,12,859,10.44012282,42060,49,0.875,0.977,0.102
2195,H,12,860,14.7761194,42060,49,0.571,0.67,0.099
2196,A,2,861,11.98910082,42060,50,0.808,0.918,0.11
2197,B,2,862,23.15462315,42060,50,0.495,0.644,0.149
2198,C,2,863,20.56319581,42060,50,0.607,0.764,0.157
2199,D,2,864,20.28353326,42060,50,0.366,0.459,0.093
2200,E,2,865,23.72127502,42060,50,0.515,0.675,0.16
2201,F,2,866,20.4431737,42060,50,0.557,0.7,0.143
2202,G,2,867,18.18181818,42060,50,0.554,0.677,0.123
2203,H,2,868,27.47710241,42060,50,0.436,0.601,0.165
2204,A,4,861,9.962904081,42060,50,0.85,0.944,0.094
2205,B,4,862,29.49308756,42060,50,0.383,0.543,0.16
2206,D,4,864,35.73433115,42060,50,0.344,0.535,0.191
2207,E,4,865,17.43944637,42060,50,0.597,0.723,0.126
2208,F,4,866,17.91044776,42060,50,0.578,0.704,0.126
2209,G,4,867,20.38765255,42060,50,0.555,0.697,0.142
2210,H,4,868,28.64363943,42060,50,0.424,0.594,0.17
2211,A,6,861,12.05383265,42060,50,0.752,0.855,0.103
2212,B,6,862,27.48375116,42060,50,0.391,0.539,0.148
2213,C,6,863,14.57489879,42060,50,0.528,0.618,0.09
2214,D,6,864,32.27561197,42060,50,0.374,0.552,0.178
2215,E,6,865,12.43816254,42060,50,0.62,0.708,0.088
2216,F,6,866,14.62225833,42060,50,0.526,0.616,0.09
2217,G,6,867,17.16678297,42060,50,0.594,0.717,0.123
2218,H,6,868,36.87943262,42060,50,0.312,0.494,0.182
2219,A,8,Tx623,16.05839416,42060,50,0.403,0.48,0.077
2220,B,8,869,23.83770076,42060,50,0.451,0.592,0.141
2221,C,8,870,15.71562208,42060,50,0.451,0.535,0.084
2222,D,8,871,7.038123167,42060,50,0.476,0.512,0.036
2223,E,8,872,23.3700254,42060,50,0.453,0.591,0.138
2224,F,8,873,34.53070684,42060,50,0.283,0.432,0.149
2225,G,8,874,8.708065667,42060,50,0.64,0.701,0.061
2226,H,8,875,55.23306948,42060,50,0.255,0.569,0.314
2227,A,10,P721Q,34.6782988,42060,50,0.3,0.459,0.159
2228,B,10,869,21.20395328,42060,50,0.439,0.557,0.118
2229,C,10,870,28.37967402,42060,50,0.374,0.522,0.148
2230,D,10,871,25.86691659,42060,50,0.396,0.534,0.138
2231,E,10,872,29.98986829,42060,50,0.346,0.494,0.148
2232,F,10,873,32.29036295,42060,50,0.271,0.4,0.129
2233,G,10,874,25.21452145,42060,50,0.567,0.758,0.191
2234,H,10,875,7.228915663,42060,50,0.116,0.125,0.009
2235,B,12,869,18.16496756,42060,50,0.442,0.54,0.098
2236,C,12,870,21.95704057,42060,50,0.491,0.629,0.138
2237,D,12,871,14.29718876,42060,50,0.534,0.623,0.089
2238,E,12,872,32.25241017,42060,50,0.387,0.571,0.184
2239,F,12,873,32.23609535,42060,50,0.299,0.441,0.142
2240,G,12,874,3.431022159,42060,50,0.676,0.7,0.024
2241,H,12,875,56.37583893,42060,50,0.098,0.224,0.126
2242,A,2,876,32.26666667,42061,51,0.263,0.384,0.121
2243,C,2,878,2.443792766,42061,51,1.007,1.032,0.025
2244,D,2,879,4.887218045,42061,51,0.768,0.807,0.039
2245,E,2,880,20.03968254,42061,51,0.412,0.513,0.101
2246,F,2,881,21.16935484,42061,51,0.4,0.505,0.105
2247,G,2,882,8.720930233,42061,51,0.637,0.697,0.06
2248,H,2,883,7.943416757,42061,51,0.855,0.928,0.073
2249,A,4,876,15.52795031,42061,51,0.281,0.331,0.05
2250,B,4,877,0.673854447,42061,51,0.746,0.751,0.005
2251,C,4,878,4.186952288,42061,51,0.993,1.036,0.043
2252,D,4,879,5.072463768,42061,51,0.664,0.699,0.035
2253,E,4,880,22.92089249,42061,51,0.389,0.502,0.113
2254,F,4,881,7.56302521,42061,51,0.339,0.366,0.027
2255,G,4,882,3.18772137,42061,51,0.829,0.856,0.027
2256,H,4,883,13.81653454,42061,51,0.77,0.892,0.122
2257,A,6,876,10.90909091,42061,51,0.303,0.339,0.036
2258,C,6,878,2.348690154,42061,51,1.09,1.116,0.026
2259,E,6,880,15.24663677,42061,51,0.387,0.455,0.068
2260,F,6,881,8.108108108,42061,51,0.315,0.342,0.027
2261,G,6,882,3.910614525,42061,51,0.697,0.725,0.028
2262,H,6,883,7.587768969,42061,51,0.825,0.892,0.067
2263,A,8,Tx623,7.989690722,42061,51,0.366,0.397,0.031
2264,B,8,884,5.824039653,42061,51,0.769,0.816,0.047
2265,C,8,885,5.779334501,42061,51,0.547,0.58,0.033
2266,F,8,888,8.905380334,42061,51,0.5,0.548,0.048
2267,G,8,889,32,42061,51,0.332,0.484,0.152
2268,H,8,890,17.12158809,42061,51,0.677,0.815,0.138
2269,A,10,P721Q,38.71733967,42061,51,0.267,0.43,0.163
2270,B,10,884,9.871794872,42061,51,0.712,0.789,0.077
2271,C,10,885,4.66045273,42061,51,0.725,0.76,0.035
2272,D,10,886,7.239819005,42061,51,0.624,0.672,0.048
2273,E,10,887,11.84371184,42061,51,0.731,0.828,0.097
2274,F,10,888,10.58451817,42061,51,0.575,0.642,0.067
2275,G,10,889,30,42061,51,0.282,0.399,0.117
2276,H,10,890,5.690072639,42061,51,0.788,0.835,0.047
2277,B,12,884,14.5480226,42061,51,0.614,0.717,0.103
2278,C,12,885,11.91222571,42061,51,0.571,0.647,0.076
2279,D,12,886,13.08900524,42061,51,0.507,0.582,0.075
2280,E,12,887,12.75,42061,51,0.707,0.809,0.102
2281,F,12,888,17.90540541,42061,51,0.495,0.601,0.106
2282,G,12,889,38.17787419,42061,51,0.294,0.47,0.176
2283,H,12,890,6.077981651,42061,51,0.828,0.881,0.053
2284,A,2,891,55.20361991,42068,52,0.198,0.442,0.244
2285,B,2,892,4.033970276,42068,52,0.452,0.471,0.019
2286,C,2,893,19.17293233,42068,52,0.43,0.532,0.102
2287,D,2,894,37.78735632,42068,52,0.433,0.696,0.263
2288,E,2,895,6.865671642,42068,52,0.312,0.335,0.023
2289,F,2,896,48.90710383,42068,52,0.187,0.366,0.179
2290,G,2,897,22.54237288,42068,52,0.457,0.59,0.133
2291,H,2,898,53.02325581,42068,52,0.101,0.215,0.114
2292,A,4,891,17.92035398,42068,52,0.371,0.452,0.081
2293,B,4,892,3.389830508,42068,52,0.342,0.354,0.012
2294,C,4,893,20.29520295,42068,52,0.432,0.542,0.11
2295,D,4,894,33.7306317,42068,52,0.556,0.839,0.283
2296,E,4,895,2.555910543,42068,52,0.305,0.313,0.008
2297,F,4,896,34.68899522,42068,52,0.273,0.418,0.145
2298,G,4,897,13.20072333,42068,52,0.48,0.553,0.073
2299,H,4,898,57.32217573,42068,52,0.102,0.239,0.137
2300,A,6,891,34.98098859,42068,52,0.342,0.526,0.184
2301,B,6,892,1.465201465,42068,52,0.269,0.273,0.004
2302,C,6,893,2.546296296,42068,52,0.421,0.432,0.011
2303,D,6,894,6.487341772,42068,52,0.591,0.632,0.041
2304,E,6,895,3.597122302,42068,52,0.268,0.278,0.01
2305,F,6,896,37.34567901,42068,52,0.203,0.324,0.121
2306,H,6,898,47.32142857,42068,52,0.118,0.224,0.106
2307,A,8,Tx623,7.671232877,42068,52,0.337,0.365,0.028
2308,B,8,899,59.2476489,42068,52,0.13,0.319,0.189
2309,C,8,900,24.0063593,42068,52,0.478,0.629,0.151
2310,D,8,901,10.74074074,42068,52,0.482,0.54,0.058
2311,E,8,902,15.24663677,42068,52,0.189,0.223,0.034
2312,F,8,903,50.54095827,42068,52,0.32,0.647,0.327
2313,G,8,904,20.06079027,42068,52,0.526,0.658,0.132
2314,H,8,905,11.11111111,42068,52,0.488,0.549,0.061
